"id","amit_wording","cards_original_1","cards_original_2","cards_original_3","cards_original_4","cards_original_5","cards_original_6","cards_original_7","cards_original_8","cards_original_9","cards_original_10","cards_original_11","cards_original_12","cards_original_13","cards_original_14","cards_new_wording_1","cards_new_wording_2","cards_new_wording_3","cards_new_wording_4","cards_new_wording_5","cards_new_wording_6","cards_new_wording_7","cards_new_wording_8","cards_new_wording_9","cards_new_wording_10","cards_new_wording_11","cards_new_wording_12","cards_new_wording_13","cards_new_wording_14","attention_check","manipulation_check_1","manipulation_check_2","manipulation_check_3","manipulation_check_4","manipulation_check_5","manipulation_check_6","manipulation_check_7","manipulation_check_8","manipulation_check_9","manipulation_check_10","manipulation_check_11","manipulation_check_12","manipulation_check_13","manipulation_check_14","BIF_1","BIF_2","BIF_3","BIF_4","BIF_5","BIF_6","BIF_7","BIF_8","BIF_9","BIF_10","BIF_11","BIF_12","BIF_13","BIF_14","BIF_15","BIF_16","BIF_17","BIF_18","BIF_19","BIF_20","BIF_21","BIF_22","BIF_23","BIF_24","BIF_25","comf_acquaint","comf_close","approp_acquaint","approp_close","TIPI_1","TIPI_2","TIPI_3","TIPI_4","TIPI_5","TIPI_6","TIPI_7","TIPI_8","TIPI_9","TIPI_10"
"R_3izlpsSWrS8Zfn7","new","","","","","","","","","","","","","","","P","T","T","P","P","P","T","T","P","P","T","P","P","T","1","2","4","1","7","4","5","7","7","4","7","2","3","4","7","1","2","1","2","2","2","1","2","1","2","2","2","1","1","2","1","2","2","2","1","1","2","2","1","1","4","8","4","8","6","6","4","6","5","4","4","5","6","4"
"R_ue652lq1RKzotiN","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","T","T","1","7","4","4","3","1","4","1","3","1","3","1","5","3","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2","2","2","2","1","1","1","1","1","2","2","2","6","8","7","8","5","2","6","2","6","6","6","5","6","4"
"R_12xxMcf5Se8aeUs","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","P","T","1","4","6","6","3","2","6","1","4","1","3","5","6","4","2","2","1","1","2","2","1","1","2","1","1","1","2","1","2","2","1","1","1","2","1","1","1","2","1","1","6","8","7","8","3","6","6","7","5","5","6","2","3","7"
"R_1rwvXq1HLQ3kk7z","new","","","","","","","","","","","","","","","P","P","T","P","P","T","P","T","P","P","T","T","T","P","3","6","6","7","5","3","6","2","4","1","4","4","6","6","2","1","1","1","2","2","1","2","1","1","1","2","1","1","2","2","1","1","2","2","2","2","1","2","1","2","3","5","3","5","7","3","3","3","7","2","7","1","7","1"
"R_1PaPSOeyNkyfH4m","new","","","","","","","","","","","","","","","T","P","P","P","P","P","P","P","P","P","T","P","P","P","1","6","5","5","2","3","3","1","3","1","2","4","7","5","3","2","1","2","2","1","2","2","2","1","2","1","2","1","1","2","2","2","2","1","1","2","2","1","2","2","5","8","5","8","1","3","6","6","5","7","7","2","6","3"
"R_81gsJ5LO7SiqOyt","original","P","T","T","P","P","T","P","P","P","T","T","T","P","P","","","","","","","","","","","","","","","1","5","3","3","7","7","2","7","5","7","4","3","2","1","6","1","2","1","2","2","2","2","1","2","1","2","2","1","1","1","2","2","2","2","1","2","1","2","1","1","7","5","7","5","7","6","6","6","6","3","6","5","4","5"
"R_337ISG5AUSjuwPQ","new","","","","","","","","","","","","","","","T","T","T","T","T","T","T","T","T","T","T","T","T","T","1","2","4","5","3","2","6","1","3","1","4","4","5","3","2","2","2","2","2","1","2","1","2","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","4","8","7","8","1","5","5","5","5","6","4","6","3","5"
"R_RwR67Dd4uBZXYzL","new","","","","","","","","","","","","","","","P","P","P","P","P","P","T","P","P","P","P","P","P","P","1","5","5","3","3","2","6","1","2","1","6","5","5","4","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","2","1","2","2","2","5","7","5","5","6","7","5","2","7","4","5","1","6","1"
"R_3hDrrSvooVIXMzF","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","T","T","T","T","T","P","1","6","5","7","4","6","6","2","3","3","7","6","5","4","2","1","1","2","2","1","2","1","1","1","1","2","2","1","2","2","1","2","1","2","1","2","1","2","2","1","2","5","5","5","5","5","2","4","6","5","5","6","3","3"
"R_2QzJ77yR9i4oucl","new","","","","","","","","","","","","","","","P","T","P","P","T","P","T","T","T","P","T","P","P","T","1","5","6","6","5","3","6","1","3","1","5","6","6","5","2","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","2","1","2","2","1","1","2","2","2","2","6","7","6","5","6","5","5","6","6","5","6","4","6","5"
"R_1g0Ks63E3dA4cQ2","original","P","T","T","T","T","T","T","T","P","T","P","T","P","T","","","","","","","","","","","","","","","1","7","5","5","4","6","5","1","1","1","3","6","4","5","2","2","1","1","1","2","2","2","1","2","2","2","2","2","1","1","1","2","2","2","1","2","1","1","1","2","5","8","5","8","2","5","7","7","6","7","7","3","7","1"
"R_2XiczPKkjsyuCa9","new","","","","","","","","","","","","","","","T","T","T","P","T","T","P","P","P","P","T","T","T","P","1","4","4","4","3","4","6","1","3","1","3","6","6","3","2","2","2","2","2","2","1","2","2","1","1","2","2","1","2","2","2","2","1","2","1","1","1","2","1","1","4","8","4","8","2","5","5","6","2","7","6","6","5","5"
"R_2cvCewjRNMJ6K6i","original","P","P","P","T","T","P","T","T","T","T","P","P","P","P","","","","","","","","","","","","","","","1","5","5","4","3","2","6","1","3","1","2","6","4","4","1","1","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","1","1","2","1","2","2","2","5","8","5","8","6","6","7","6","6","5","6","6","6","6"
"R_2AX9LNWbgiiCj3K","new","","","","","","","","","","","","","","","P","T","T","P","P","P","P","P","T","P","T","P","P","P","1","7","7","6","4","7","4","1","5","1","5","6","5","5","2","2","1","2","2","1","2","2","2","1","2","2","2","1","2","1","2","2","1","2","1","2","1","2","1","2","2","6","5","8","1","2","4","5","6","7","6","3","3","1"
"R_2pKod4zAw9YPH43","original","T","T","T","T","T","T","T","T","T","T","T","T","T","T","","","","","","","","","","","","","","","1","7","7","7","7","5","7","1","6","4","5","7","7","5","3","2","2","2","2","2","1","1","2","1","1","1","2","1","2","2","1","2","2","2","1","1","1","2","1","1","3","5","5","5","4","4","5","5","4","4","4","3","4","4"
"R_1qdCBWiVqBuy6Rd","original","T","T","P","P","T","P","P","P","P","T","T","P","T","P","","","","","","","","","","","","","","","1","6","6","5","4","4","5","2","4","2","5","6","4","4","2","2","1","2","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","2","2","1","2","1","1","3","7","4","7","5","2","7","5","7","5","6","5","7","2"
"R_pbZew4cmLC4pET7","original","T","T","P","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","5","6","3","1","7","1","2","1","3","7","7","4","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","1","1","1","2","1","2","1","2","3","7","5","8","3","6","4","1","7","5","5","4","6","5"
"R_ZdROEhm50LERSpj","new","","","","","","","","","","","","","","","T","T","P","P","P","T","P","P","T","T","T","T","P","P","1","3","2","4","5","5","3","7","4","7","6","4","3","4","7","1","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","6","8","6","8","4","3","5","6","5","4","5","3","3","4"
"R_1n6KYEmwfLiWMBQ","original","T","T","T","P","P","T","P","T","P","P","P","T","T","P","","","","","","","","","","","","","","","1","5","6","7","5","1","6","1","3","1","7","5","7","6","1","1","1","2","1","2","1","1","1","2","2","2","1","1","1","2","2","1","2","1","2","2","2","2","1","1","4","7","5","7","5","7","5","7","5","6","7","1","3","1"
"R_5sEpF0zBsmWfAch","original","T","T","T","P","T","T","P","P","T","T","T","T","T","P","","","","","","","","","","","","","","","1","4","3","3","1","3","6","1","2","1","3","6","7","4","1","1","1","1","2","1","1","1","1","1","2","2","1","2","2","2","2","2","2","1","2","2","2","2","1","2","2","7","3","7","4","2","3","3","6","4","6","5","6","3"
"R_6g7X3C7SwTGq4Lf","new","","","","","","","","","","","","","","","P","P","T","T","T","P","T","P","P","P","P","T","P","T","1","3","4","3","3","5","4","6","3","4","3","2","3","2","6","2","1","1","2","2","2","2","2","1","1","2","1","1","2","1","1","2","2","2","1","1","1","2","1","1","3","6","3","6","3","6","5","5","5","5","6","2","3","5"
"R_1OK2KvJkHU8KSp1","original","P","T","P","P","P","P","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","5","4","2","2","4","1","4","3","3","5","5","4","1","2","2","2","2","2","1","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","3","8","5","6","4","5","5","3","5","3","5","2","4","6"
"R_2QroiPPp0aehRxI","new","","","","","","","","","","","","","","","P","T","P","P","T","P","T","T","P","P","P","T","T","T","1","4","6","5","6","4","5","2","4","1","5","4","4","3","3","2","1","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","7","8","7","8","1","2","5","2","6","5","6","2","6","2"
"R_1IgimDx9qjxpSbY","new","","","","","","","","","","","","","","","T","P","P","T","P","T","P","P","T","T","T","T","P","P","1","5","6","4","4","2","4","1","2","1","4","5","4","3","1","2","1","2","2","1","1","2","2","2","1","2","2","1","2","2","2","2","2","1","2","1","1","1","1","2","4","7","5","7","6","5","7","2","6","3","3","1","6","2"
"R_UGFiE2NG2rJpaO5","new","","","","","","","","","","","","","","","P","P","P","P","T","P","T","P","T","T","P","P","P","T","1","7","6","7","5","3","7","1","5","1","5","6","7","5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","3","8","4","8","5","2","6","3","5","3","6","2","6","3"
"R_2OORvKbFotloFqt","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","4","6","4","6","6","2","7","6","7","6","5","2","4","6","1","1","1","2","1","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1","1","2","2","1","1","5","8","5","7","1","4","6","1","6","6","6","2","6","4"
"R_110j1zTFk3ITEOt","new","","","","","","","","","","","","","","","P","T","T","P","P","T","P","T","P","P","T","T","P","P","1","7","6","6","4","5","6","7","5","3","6","7","6","2","1","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","2","2","1","2","1","2","5","7","4","8","5","7","7","7","5","4","5","1","1","1"
"R_2uqvI7cy7Xeg7bo","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","7","7","6","3","2","7","1","6","1","3","5","5","5","2","1","1","2","2","1","1","1","1","2","1","2","2","1","2","2","2","2","1","2","1","1","1","1","1","1","3","7","3","6","5","1","6","6","5","5","6","1","2","5"
"R_1gwqvfSuPnVd1hW","new","","","","","","","","","","","","","","","T","P","T","P","T","T","P","T","P","P","T","T","T","P","1","5","5","7","7","3","7","2","3","1","7","5","7","6","3","1","1","1","2","1","2","1","2","1","1","2","2","1","2","1","2","1","2","1","2","2","1","2","1","2","2","4","5","6","3","4","5","5","4","6","4","3","4","6"
"R_2rorBvoPKwq2dJ5","original","T","T","T","P","P","T","P","T","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","7","6","4","4","5","2","4","1","3","6","5","3","2","1","2","1","2","2","1","1","2","1","1","1","2","1","2","2","2","1","2","2","2","2","2","2","1","1","3","8","5","8","1","7","5","7","3","7","4","1","2","1"
"R_2WZ4IqZ36eQHbYS","new","","","","","","","","","","","","","","","P","T","P","P","P","T","P","P","P","P","T","P","P","P","1","4","3","3","5","5","3","7","6","7","4","3","1","6","6","2","1","2","2","2","1","1","2","1","2","1","2","1","2","2","1","2","2","2","1","1","1","2","1","1","2","8","4","7","5","2","6","5","6","5","4","5","7","1"
"R_20U6A6l88n0WBmk","original","T","T","P","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","5","4","3","2","6","1","3","1","4","3","6","3","1","2","2","2","2","1","1","1","2","1","1","1","2","1","2","2","2","2","2","2","1","1","2","2","1","1","4","7","5","7","2","2","7","5","3","5","6","1","4","2"
"R_12tXcXmszCO4Qse","original","T","T","P","P","P","T","P","T","P","T","T","T","P","P","","","","","","","","","","","","","","","1","5","7","6","4","3","6","1","4","2","5","5","7","4","2","1","1","1","1","1","1","1","2","1","1","2","2","1","1","2","2","2","1","1","1","2","1","2","1","1","6","8","5","8","6","1","6","4","5","2","7","1","5","2"
"R_24efLlfBK1PRDW2","original","P","P","P","P","P","P","P","P","P","P","P","P","P","P","","","","","","","","","","","","","","","1","7","5","6","5","4","5","1","2","3","3","6","5","2","1","1","2","1","1","2","1","1","1","1","1","2","1","1","2","1","2","2","1","2","1","2","1","2","1","2","4","8","6","8","6","5","5","1","7","4","7","2","6","3"
"R_1iaFCTfyJHz1oNT","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","T","T","1","3","6","5","4","4","6","1","3","1","5","5","6","4","3","1","1","1","2","2","1","2","2","1","2","2","1","1","2","2","2","2","2","2","1","2","1","2","1","1","6","8","5","8","5","2","5","3","6","6","6","5","3","3"
"R_2PwmTNoFJmi4qlo","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","3","2","2","4","5","2","6","4","7","5","3","2","3","6","1","1","1","2","2","2","1","2","1","1","2","1","1","2","1","2","1","2","2","2","1","1","2","1","1","4","7","5","7","3","5","5","4","6","5","5","2","6","5"
"R_1NakfbuvLrRwRI3","original","T","T","T","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","6","7","5","3","2","6","1","4","2","2","5","7","4","1","2","2","1","2","1","1","1","1","1","2","1","2","1","2","2","2","1","1","1","1","1","1","2","1","1","3","8","2","8","5","6","6","4","5","3","5","5","3","4"
"R_1BS3hVdVFXaAK06","original","P","P","P","T","T","P","T","P","T","P","P","P","P","T","","","","","","","","","","","","","","","1","5","5","5","5","6","5","1","4","3","5","7","6","4","2","2","1","2","1","1","1","1","1","1","1","2","1","1","1","2","2","2","1","2","1","2","1","2","1","1","6","6","6","6","5","5","2","6","6","5","5","6","1","2"
"R_2xyOfvERGfoi5t1","original","T","T","T","P","P","P","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","7","6","4","2","5","1","4","1","1","4","4","4","1","2","1","1","2","2","1","2","1","1","1","2","2","1","1","1","2","1","1","1","1","1","1","2","1","1","6","8","5","7","3","5","5","6","5","5","7","1","2","3"
"R_57iByFcFjHyT4pb","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","P","T","P","1","4","5","6","3","2","6","1","2","1","1","5","3","2","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","8","6","8","7","7","6","6","6","2","7","4","5","2"
"R_NVJQFcNHls86A1j","new","","","","","","","","","","","","","","","P","P","P","T","T","P","T","T","T","T","P","P","P","T","1","5","6","5","4","3","6","1","3","1","4","6","6","4","2","2","1","1","2","2","2","2","2","1","1","1","2","1","2","2","2","2","2","2","1","1","1","2","1","1","3","6","3","6","3","5","5","4","5","6","6","2","5","3"
"R_RgzcTKYJqGGHmRX","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","T","P","1","7","5","5","2","1","6","1","5","1","2","3","6","5","1","1","2","2","1","2","2","1","2","2","1","1","2","1","1","1","1","2","1","1","1","2","1","1","1","1","5","8","5","8","4","3","7","1","7","4","7","2","7","3"
"R_cA7J6ib07IQr07n","new","","","","","","","","","","","","","","","P","P","P","T","P","P","T","P","T","T","P","P","T","T","1","5","5","4","3","4","6","2","4","2","4","5","4","3","2","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","1","2","1","2","1","1","2","1","1","1","2","8","5","7","6","6","4","6","5","4","6","5","2","2"
"R_3qlr2kvcVBJvvAQ","original","P","P","P","T","T","P","T","T","T","T","P","P","T","T","","","","","","","","","","","","","","","1","5","4","4","3","3","5","1","1","1","4","6","5","2","2","2","2","2","2","2","1","1","2","1","1","2","2","2","2","2","2","2","1","1","2","2","1","2","2","1","4","7","5","7","5","5","6","6","6","3","5","3","5","4"
"R_87Czr5S8AKaLY0p","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","P","P","P","T","T","T","P","1","5","5","4","3","1","4","1","2","1","3","3","4","4","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","2","2","2","1","1","2","2","2","1","1","2","3","7","3","7","6","6","5","6","5","3","5","2","5","5"
"R_1Q9qFv5HhzwIVMH","original","P","P","P","P","P","T","P","P","P","P","T","T","T","P","","","","","","","","","","","","","","","1","5","5","4","2","2","5","1","2","1","3","5","5","4","1","1","2","1","2","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","1","2","2","2","2","1","4","8","3","8","6","5","4","3","4","3","4","6","5","2"
"R_3GozELatcDf5q8w","new","","","","","","","","","","","","","","","P","P","P","P","T","P","T","P","T","P","P","P","P","T","1","7","5","6","4","2","5","2","4","2","4","5","6","6","2","1","2","2","2","2","1","1","1","1","2","2","1","1","1","2","1","1","2","2","1","1","2","1","1","1","4","7","3","7","5","6","2","6","5","7","5","6","2","2"
"R_234tu3cwyyOhpTW","new","","","","","","","","","","","","","","","T","P","P","T","T","P","T","T","T","T","P","P","T","T","1","3","6","5","1","3","6","1","3","2","4","5","5","5","2","1","2","1","1","1","1","1","2","1","1","1","2","1","1","1","2","2","1","1","1","1","1","2","1","1","3","7","6","7","5","4","5","6","3","3","6","3","2","2"
"R_1IR8oJKn2xs01IV","new","","","","","","","","","","","","","","","T","T","T","P","P","T","P","T","P","P","T","T","T","P","1","3","5","5","4","2","6","1","3","1","2","5","7","4","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","8","3","8","5","2","6","3","6","5","7","2","3","4"
"R_2TT94fm1vyA0wXV","original","P","P","P","T","T","P","T","T","T","T","P","P","T","T","","","","","","","","","","","","","","","1","3","4","4","3","2","6","1","2","1","4","5","6","4","1","1","2","1","2","1","1","1","1","1","2","1","1","1","1","2","2","2","2","2","2","2","1","2","2","2","5","7","7","5","4","5","6","6","4","3","6","2","6","3"
"R_24PpCOYNfu9qUKF","original","P","T","T","T","T","T","P","T","P","T","T","T","P","P","","","","","","","","","","","","","","","1","3","4","6","7","6","7","2","3","1","6","6","7","2","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","7","8","5","7","6","5","7","6","6","7","7","1","6","2"
"R_3IZiTR8TqZOMlcN","original","T","T","T","P","P","T","P","P","P","T","P","T","P","P","","","","","","","","","","","","","","","1","7","5","6","3","2","6","2","3","2","6","6","5","4","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","1","2","2","1","2","1","2","2","2","1","1","4","6","5","7","2","5","6","6","6","6","3","1","5","7"
"R_1jvadyOe0lmeZ47","original","T","T","T","T","T","T","T","T","T","T","T","T","T","T","","","","","","","","","","","","","","","1","7","7","7","7","7","6","3","7","1","7","7","7","6","5","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","8","8","3","5","7","7","7","1","4","2","2","1","7","1"
"R_1AnTJHJtJF2hujD","original","T","T","T","P","P","T","P","P","P","P","T","T","P","P","","","","","","","","","","","","","","","1","5","5","5","2","1","7","1","2","1","2","3","6","4","1","1","1","2","2","2","1","1","2","1","1","1","2","1","2","1","1","1","1","1","1","1","2","1","1","2","4","8","4","8","4","2","4","6","6","6","6","3","4","2"
